group,datum
0,-3.6442797097918156
0,-3.0825464577524815
0,-5.689753091638471
0,-4.425204389737762
0,-4.194799597143104
0,-3.7814292049326808
0,-4.19002087018777
0,-3.838125284292975
0,-3.994800130694698
0,-3.9363777706108367
0,-3.325819624880692
0,-3.9777384265849336
0,-3.038194004501136
0,-5.190618698215502
0,-5.617442175067367
0,-4.681970265340599
0,-3.5808884318454366
0,-3.99827938263301
0,-3.399067513386727
0,-3.980073059001857
0,-3.1829927260456903
0,-4.033984473821371
0,-4.256629500419992
0,-5.009543236371039
0,-3.714749267717405
0,-3.525445969234115
0,-5.2681901230274715
0,-3.950291720339819
0,-2.6481829931792475
0,-6.902012499704372
0,-5.509382782914496
0,-4.165121165917583
0,-4.774285905016175
0,-3.9245715021014465
0,-5.213763342409224
0,-3.601681870216238
0,-5.143580324915851
0,-4.3870732084410955
0,-4.209307340337472
0,-3.4475327685980286
0,-3.2557489866402927
0,-4.230433542750667
0,-3.7462495208328015
0,-5.986506492046491
0,-3.605144273460327
0,-3.190432260270902
0,-4.237931161525856
0,-4.70248901187701
0,-3.389370112896308
0,-4.195754226521691
0,-4.3331906514974285
0,-4.433573879579665
0,-3.728501872437377
0,0.21480527760377566
0,-2.992580583747873
0,-3.3866708467332716
0,-3.4491747253711798
0,-5.020451068379511
0,-4.716129743563778
0,-6.219579250760109
0,-3.6709453391935347
0,-4.953892145334976
0,-5.030376601867546
0,-1.3612772389285008
0,-3.7269590194104167
0,-3.202384162095985
0,-4.180875892480469
0,-3.5592578446654946
0,-4.324046635953052
0,-4.259301513901271
0,-5.368822124174474
0,-3.646506689334598
0,-3.9221686658246466
0,-4.492160114378517
0,-5.2295104268214505
0,-4.45587746037957
0,-3.4471315397575215
0,-3.847227124770525
0,-3.4860965011168923
0,-3.915051902025065
0,-4.417414600826435
0,-6.001246615096553
0,-4.478307907855772
0,-3.833096982257199
0,-2.1576283559277796
0,-3.333345959886596
0,-3.2094914477343046
0,-5.092501206313791
0,-3.6864322105604095
0,-3.5266817204193224
0,-3.663178560498931
0,-3.942361679966108
0,-4.626164447193091
0,-3.422522880745889
0,-3.5113546989980646
0,-4.647626580677061
0,-5.599596830881301
0,-2.9792331591558217
0,-2.9753897149446438
0,-5.085875757568267
0,-5.76823016379388
0,-1.4872743183133217
0,-3.784549283394823
0,-5.9323711897949
0,-0.4936436365173056
0,-3.6368707858426834
0,-2.2370438634166705
0,-2.188961640745871
0,-4.653181777762545
0,-3.34642032917691
0,-4.614784398743062
0,-4.5558380474733156
0,-2.8471541651223142
0,-4.709185711891503
0,-0.3045411284786206
0,-2.6865536048420173
0,-5.810214862527247
0,-4.076283657671034
0,-2.864740454839745
0,-3.7615281881099665
0,-3.615667663873681
0,-4.586790273817404
0,-3.973551493908669
0,-5.2068983543120675
0,-2.4837664067020992
0,-3.16237022104894
0,-4.143968485263491
0,-2.37735494407539
0,-4.329804025678167
0,-5.574982159063661
0,-2.276516895564635
0,-4.980648714052733
0,-5.233154017823444
0,-1.9481906081558464
0,-2.661445339687173
0,-3.3809521023165727
0,-2.8781881222299326
0,-3.8930889642187454
0,-3.974249250705637
0,-3.740121829716674
0,-3.531169885558392
0,-4.068163054415288
0,-4.973155540084757
0,-5.121535365824569
0,-5.672173315305988
0,-4.716612482183092
0,-4.230744864398797
0,-2.7549577415825994
0,-5.653043508906979
0,-3.229919875309176
0,-4.235264693048081
0,-2.963297485566918
0,-3.6576195105421436
0,-4.8052013350794684
0,-3.705127891960055
0,-3.5195361088074995
0,-4.466494358611406
0,-2.54340352800216
0,-3.6916386452359773
0,-4.094913637796831
0,-3.8531273860270234
0,-3.286207099855707
0,-3.8634006641728598
0,-3.852277578293362
0,-4.523742181093368
0,-3.5303768540778973
0,-2.0532124304210653
0,-4.503551544321797
0,-4.187288487682039
0,-4.215329750531413
0,-3.9127222102293726
0,-4.26008685298717
0,-2.8474178874656406
0,-6.580023385338828
0,-4.198227573223169
0,-3.8049949159439005
0,-4.862349171920753
0,-2.6203029143362713
0,-4.273732766747121
0,-4.23268699702699
0,-4.176284948677284
0,-1.8128468906551674
0,-5.907653562516336
0,-4.875730837133892
0,-7.289500441927132
0,-3.1831599186180846
0,-5.079515168703651
0,-4.1909664147096235
0,-3.551571066104689
0,-3.337210838219911
0,-2.845658850042835
0,-2.9670633804281796
0,-5.645453687856506
0,-3.5258885634704824
0,-4.359981686764183
0,-3.944893876842804
0,-4.502668478994224
0,-4.981206306073649
0,-4.409147159384785
0,-4.193123788454231
0,-4.252166684964832
0,-4.037802306225526
0,-4.251627202596205
0,-3.6561798366270444
0,-2.81257303268789
0,-1.8789453744967215
0,-4.610977456245742
0,-3.371496513478273
0,-4.181276523988798
0,-5.013479018998063
0,-2.9392299110080744
0,-8.677613635566292
0,-4.638732851735503
0,-5.397153045856058
0,-4.637740867166473
0,-5.3374745889935795
0,-3.977217854253215
0,-4.58178605174558
0,-3.912500217120432
0,-6.2816123893693385
0,-2.8694754079736615
0,-3.094459393502601
0,-3.1260864458512083
0,-3.7787450665704414
0,-4.346899912447303
0,-3.3936313575929127
0,-5.531167630191836
0,-6.242415836346016
0,-3.7572851102731217
0,-2.8330509576731258
0,-3.8367775231129175
0,-3.6051916045283616
0,-4.914258111988342
0,-4.8987955733556365
0,-3.8777788927898706
0,-5.370571706523874
0,-3.6524998230864765
0,-3.334224244675977
0,-2.1517766132381766
0,-5.436088767693754
0,-3.0692503606421933
0,-3.35594801843428
0,-4.543923767769049
0,-4.113410564390521
0,-4.525889860200491
0,-4.077983245060637
0,-3.583049530713129
0,-3.6114555138909017
0,-4.188343822930385
0,-6.489987258796955
0,-4.590759306130159
0,-4.048522077625397
0,-5.229485584991609
0,-3.7331657645634455
0,-2.6293482260139145
0,-3.919970485032456
0,-4.941673733269601
0,-3.9169657302072505
0,-4.841364648236071
0,-2.316851787704903
0,-5.252735242480206
0,-5.234414907396755
0,-2.3401044765247683
0,-2.8284276922742286
0,-6.727822236879005
0,-4.088390680929993
0,-3.1494950474537866
0,-3.7351499942763136
0,-3.643614887001259
0,-3.65214147212917
0,-6.048082356058048
0,-4.128455565599
0,-2.239950695189179
0,-5.926902517530999
0,-2.269982057829278
0,-3.828482222687009
0,-2.4839173670152075
0,-2.3475490617849464
0,-4.676640749225203
0,-4.755283469765974
0,-3.9242093315687554
0,-3.1342559430116763
0,-3.5161979746045273
0,-4.048260152157771
0,-4.703122338442753
0,-5.12271155011667
0,-3.487932883354385
0,-5.693600216446187
0,-4.017446405033614
0,-5.077532188081633
0,-6.791317908322812
0,-2.246936113433039
0,-4.892193813875729
0,-3.7288003263494067
0,-5.308034747976518
0,-3.6863481682521027
0,-4.937112395497768
0,-4.689222096871407
0,-2.9890016698647903
0,-3.025043082093432
0,-5.233866090686712
0,-4.292877879214684
0,-2.9549306155729163
0,-4.668337790909963
0,-2.140998650732446
0,-2.9216510307207373
0,-4.778541911121433
0,-3.667577583873605
0,-4.380348099737252
0,-4.978219522173476
0,-3.5583608760731673
0,-4.938048591971951
0,-3.475005036288584
0,-2.5467230648951347
0,-2.265527236337525
0,-2.7710529518710247
0,-4.132226970290793
0,-5.001361225248745
0,-4.655503097522097
0,-7.006449979587512
0,-3.559526894624496
0,-3.0059285641450457
0,-4.170039774825947
0,-5.239869887700431
0,-3.593594581920378
0,-4.142656486601328
0,-3.3434586279419953
0,-3.525799024677018
0,-5.262747082162899
0,-3.1781786788233926
0,-4.041509382655887
0,-3.3156075174023334
0,-5.587474069930854
0,-3.333463540686023
0,-3.599810413083131
0,-3.8963828558836147
0,-5.283974069674057
0,-4.65661723803055
0,-1.8269361381130267
0,-4.406462795415052
0,-4.718029784493477
0,-5.012793830840413
0,-3.704547063206688
0,-5.498116754050413
0,-4.608224437945323
0,-7.388608441236798
0,-3.3276300764406033
0,-4.491935125050873
0,-0.6088599866641502
0,-2.93464126462164
0,-3.7857940391762672
0,-3.2337755700541666
0,-5.0717099463674655
0,-2.8568739373785945
0,-3.672046195086069
0,-3.4536125906360606
0,-4.57101635939548
0,-5.319431868184735
0,-5.422515380676685
0,-4.707825994795619
0,-3.764711516808049
0,-3.5996621124291597
0,-1.6769151969393894
0,-4.141962318909261
0,-4.618406717452796
0,-3.4185197546534685
0,-4.685625714219764
0,-5.2206493248439525
0,-3.997401577669696
0,-6.710712720651123
0,-4.251873055028638
0,-1.3080228286004965
0,-1.5697155978497395
0,-3.7049949834295366
0,-5.045452352164843
0,-7.3996960967328
0,-4.135297094845859
0,-3.3279523584411566
0,-3.1155569003838517
0,-4.445916429008554
0,-4.315035540228695
0,-3.9959750427540186
0,-4.339862999932247
0,-6.141973524792872
0,-3.7290645151288153
0,-3.7990042682664753
0,-4.092567358741017
0,-3.2763745723898343
0,-4.163892048346273
0,-3.9599556193506475
0,-6.117473622931308
0,-4.270648395540522
0,-3.57634555013998
0,-4.363190174917577
0,-5.731639723241509
0,-5.336315081079182
0,-5.07272504838413
0,-2.906757279411056
0,-3.5461213901465656
0,-5.309781246342206
0,-4.857731986579468
0,-5.947088260459999
0,-2.265324460245382
0,-5.134573939398936
0,-4.195927798791844
0,-5.43908847391056
0,-2.346494053698084
0,-3.973301232926608
0,-4.441397432380802
0,-5.244004153138642
0,-3.9856426577801325
0,-3.4850390897154684
0,-4.441973615919175
0,-2.8300232990020975
0,-5.938684841978545
0,-4.546976521896933
0,-4.434136405561725
0,-4.534475954698403
0,-6.23213642171334
0,-2.3356392243210204
0,-3.040905075228877
0,-4.362908888052585
0,-5.45105872852058
0,-2.9441910905729327
0,-2.7982295443240153
0,-4.920282842748576
0,-3.624231836623185
0,-3.4960473856166434
0,-3.5642617404044747
0,-3.306500298272763
0,-2.3823157977856146
0,-3.5331420597514027
0,-3.724580007519779
0,-3.7129566517015813
0,-2.253498396304175
0,-4.9215342056122715
0,-2.789199595385438
0,-5.283642173183383
0,-5.364731266636828
0,-3.4345984606636684
0,-4.809577283880893
0,-4.111862814716898
0,-4.833121530727032
0,-2.373386295682252
0,-5.2485507187224485
0,-3.7251607277834564
0,-4.378984943943549
0,-5.167864763062504
0,-2.562209163957312
0,-3.8872446315305953
0,-3.508018392066072
0,-4.9130038773502855
0,-5.990998909175055
0,-4.548194756698753
0,-3.3849508225115454
0,-4.1751585241192535
0,-3.0687047095022466
0,-2.592939488957272
0,-2.9501356479949616
0,-4.489612959978701
0,-3.937224118618203
0,-4.187361034069316
0,-3.0357195074314536
0,-3.8122137791796895
0,-4.455042412046491
0,-4.041672742518196
0,-4.248851537845111
0,-3.972214020226076
0,-4.839824698291542
0,-3.20195129020294
0,-5.465811910589892
0,-4.951705025661676
0,-3.8100629008172073
0,-4.692654422986316
0,-3.5893386446847875
0,-2.3070417574878412
0,-4.473401374166706
0,-5.640337169518636
0,-3.037402971242667
0,-3.7952826195812785
0,-4.860145579161895
0,-3.590527079849639
0,-4.799386473798736
0,-4.3413120330686095
0,-5.4863584090576865
0,-3.6206077650031845
0,-4.486362510346744
0,-5.1720973110684305
0,-4.0563578577247466
0,-2.286052851582931
0,-3.5465242571936226
0,-2.3045193106064152
0,-3.5054319187953
0,-2.006049785913098
0,-3.500012105763818
0,-4.538582431151268
0,-4.376384882334134
0,-2.988157675728336
0,-4.622619701909189
0,-2.8234784113486815
0,-3.2942154452795096
0,-6.033557529405992
0,-2.059051019475311
0,-3.4597289439497025
0,-3.8051762841399683
0,-2.6005380069830504
0,-4.508278727519545
0,-4.884366015541817
0,-2.678469611783318
0,-3.168724743497737
0,-4.946234050745971
0,-3.6915492014695848
0,-3.6687901873744044
0,-5.019757038336504
0,-3.9036753484362525
0,-5.004907633775987
0,-3.8555916660629204
0,-4.457116170567308
0,-6.362447719728388
0,-3.39695163609158
0,-5.539408436856128
0,-3.463501392448702
0,-4.821618435508414
0,-2.218610644683584
0,-5.13433525739481
0,-5.967287252080907
0,-4.4108582369675915
0,-4.914710432835967
0,-6.141740635366029
0,-5.436511715992615
0,-4.34370116242105
0,-3.3059472377306345
0,-3.3583581598114334
0,-1.3538380935640437
0,-4.759517304983919
0,-4.090805971497188
0,-4.96822231746189
0,-5.244109478870703
0,-6.059564792182249
0,-2.6579841593208893
0,-4.567682197356188
0,-1.002958417584988
0,-4.553163548435698
0,-3.6797929246721863
0,-3.7985683346490835
0,-3.1658268965236234
0,-4.355854084277401
0,-4.365009034994257
0,-4.795697240463875
0,-2.0652860092820124
0,-4.6000585365603
0,-3.890578643312498
0,-3.833988826338626
0,-6.359467247300605
0,-5.171315688997908
0,-5.274160218721244
0,-2.6937142091868327
0,-4.7689513929012985
0,-2.251597990936439
0,-3.994449969338708
0,-2.842700720428234
0,-5.196686624843387
0,-3.8660289445701146
0,-5.196632492423282
0,-4.398309821358249
0,-3.535662997879316
0,-4.994826699223751
0,-3.4116047329410852
0,-5.6222306351538265
0,-4.374965114183496
0,-2.669670865070537
0,-4.437357419502159
0,-4.4527045216937715
0,-4.835589949195391
0,-5.487031503045184
0,-2.348963645893032
0,-3.2923303832081485
0,-4.037221042536516
0,-4.010100620209155
0,-4.271399933875188
0,-4.867963773891642
0,-2.4709329608361648
0,-3.5893551025657975
0,-5.4694066140249555
0,-3.965058927440672
0,-3.808276231922932
0,-4.681344286806627
0,-3.4495424634995504
0,-4.927930280509923
0,-3.351166525755408
0,-4.397636126949757
0,-5.194781957415785
0,-4.921745958856958
0,-5.183326168137262
0,-4.567807074828392
0,-5.118274446905512
0,-3.779314726210187
0,-2.444567267306396
0,-2.321673648562677
0,-2.6531732145420026
0,-4.249854228096984
0,-1.2593994135294126
0,-3.2247892988866345
0,-3.8470613424181206
0,-4.156296361330877
0,-4.290216400112831
0,-5.247761093772994
0,-3.289200899374239
0,-5.586178740710879
0,-5.143511572804486
0,-4.472267795291478
0,-3.427879272716325
0,-4.102289226158984
0,-3.9097626842974136
0,-4.687150452215485
0,-2.9787764229723734
0,-4.268766064139627
0,-3.617501441584481
0,-4.31598430257898
0,-4.772254314199407
0,-2.226526030912578
0,-4.253307281255954
0,-3.6743275054607905
0,-2.791308560203903
0,-5.324045919559259
0,-3.0718626306321584
0,-5.786965632148278
0,-4.864706803890777
0,-4.871016614090368
0,-5.547258906536351
0,-4.525811050389383
0,-4.859447318992931
0,-5.727166730278627
0,-2.8684891912463693
0,-3.8460970583785024
0,-4.3469390131049925
0,-5.280493892593923
0,-4.018630275402882
0,-2.361877750532631
0,-4.605845299621255
0,-3.7648199884738087
0,-2.953423289239211
0,-2.2776358179932252
0,-4.653399641448578
0,-5.538890408479471
0,-4.699610733475147
0,-4.327138369264829
0,-3.7149137791091844
0,-5.397480252672595
0,-4.193298358417012
0,-5.567124125987845
0,-5.782026453666957
0,-2.3464508587476667
0,-5.790286475045256
0,-4.630113405821846
0,-1.6482144890930228
0,-3.9395061992887657
0,-4.519076849932352
0,-5.441897057076488
0,-4.268970258480641
0,-4.371657937050298
0,-5.8129050504188395
0,-4.029722390055863
0,-3.429211465645181
0,-4.137608020478064
0,-3.4220278053534163
0,-3.8723155253857913
0,-2.845737814671902
0,-3.9052678557626987
0,-4.0260907047275385
0,-3.4571268812255074
0,-3.2205164556051047
0,-3.7169006442385832
0,-3.6706071681659607
0,-3.3399427277925375
0,-4.848734885179898
0,-3.2510329728079714
0,-3.5488607229424454
0,-5.252525495076881
0,-3.8648536743325086
0,-3.1889681550997833
0,-4.132351373560134
0,-3.7113292882862314
0,-1.1147869582257064
0,-3.3588373404284724
0,-4.7899793989734825
0,-3.494408351660201
0,-1.7451666423833219
0,-3.923043770471128
0,-4.251565657064713
0,-1.829528340466735
0,-3.0963884553885754
0,-4.010591699797045
0,-4.992392571695682
0,-4.348946057499116
0,-3.630795993533448
0,-5.065355982820762
0,-4.644302108586067
0,-4.805410046181086
0,-3.237474749735447
0,-4.048625401905105
0,-4.19434143535735
0,-5.352998973351488
0,-5.461428385811652
0,-3.518214664533489
0,-3.047039445638444
0,-1.1310362310405186
0,-4.248632476871906
0,-4.55839544212192
0,-5.322673256147988
0,-2.887002310684712
0,-5.262560507094564
0,-2.5026156935286417
0,-3.891846994945516
0,-3.951390261671639
0,-5.066094922958671
0,-3.3595974745174613
0,-2.388027755568912
0,-3.6898680094305667
0,-3.5418250293271063
0,-2.8253050610462296
0,-6.237174003183126
0,-5.249111594589459
0,-3.836584430104821
0,-3.2448703620113566
0,-4.9351350801988
0,-4.820167808795315
0,-2.7980982434938158
0,-3.1426574955588835
0,-6.354685749780661
0,-2.5812282990905295
0,-3.5007868129465476
0,-2.2910980496060462
0,-4.57124475585129
0,-3.2104227095286166
0,-3.254223741688561
0,-7.833419498243436
0,-4.14319920938836
0,-4.19776771730262
0,-3.707568577158638
0,-5.298000302103325
0,-1.0825097577174212
0,-2.991860896826127
0,-6.196519139141544
0,-6.88554340966861
0,-3.374211451005034
0,-1.0812456535454715
0,-3.7668976828514094
0,-3.7785403074387096
0,-3.0169880544320926
0,-3.997549914644598
0,-4.9674463766827195
0,-3.109090926736138
0,-3.789704075556883
0,-3.7501915347029033
0,-4.178198604090721
0,-4.046543857510874
0,-4.61738857096504
0,-4.827522054074045
0,-3.590101502273185
0,-2.595098448192842
0,-3.6103286350012818
0,-5.360796257898692
0,-2.9758189029648285
0,-4.534118605353988
0,-3.2378619921047154
0,-3.7277388844816612
0,-4.279955736919865
0,-6.017401045033311
0,-5.041345639378023
0,-2.6121714656560586
0,-5.748612086156913
0,-6.569771880298507
0,-3.1875307998800846
0,-3.9165990430480653
0,-4.042679943300978
0,-3.9618722196562217
0,-5.287563122584672
0,-5.08029005640887
0,-4.232867157015294
0,-3.697761538349396
0,-3.178309035682468
0,-5.091777854405675
0,-4.898674865763462
0,-4.075550017678114
0,-4.947445648925988
0,-4.174240105715844
0,-6.514583713560309
0,-5.375351627690612
0,-3.4142360522871917
0,-3.669343963335607
0,-2.361861181551162
0,-3.6209824067120633
0,-3.172099239134611
0,-4.209413892055422
0,-2.1159903253884442
0,-3.09735055239034
0,-4.496503577654788
0,-1.6788691057378773
0,-4.1586307213620355
0,-4.097163061228145
0,-5.895412429631754
0,-2.0840514590993893
0,-4.6405493652389005
0,-1.6184015686240842
0,-4.369938069626485
0,-5.817372637785309
0,-4.654985127778886
0,-4.6577716974227386
0,-4.573177370473851
0,-3.389605161863483
0,-3.989214712593961
0,-3.838744137639985
0,-3.309637688150353
0,-4.151572993861875
0,-5.546067326054793
0,-6.423884797874656
0,-4.8964839791340475
0,-3.837280491463384
0,-5.422598370696247
0,-3.849358768322773
0,-3.0257888493565157
0,-4.833454738283466
0,-1.49083188568016
0,-4.540447401197612
